sales_rep_id,sales_rep_name,doctor_id,doctor_name,specialty,region,medicine_name,units_sold,revenue,visit_date,target,achieved_pct,marketing_spend,prescriptions,roi
1007,Jessica Vaughn,2015,Rachel Gibbs,Dermatology,East,SkinGlow,479,495286,2025-08-01,144119,343.66,17189,99,28.81
1013,Allison Wood,2059,Melissa Rodriguez,Cardiology,East,HeartSafe,478,686408,2025-08-26,51326,1337.35,9805,73,70.01
1006,Justin Hays,2009,Valerie White,Cardiology,South,HeartSafe,265,100170,2026-02-26,144370,69.38,34679,86,2.89
1005,Michelle Francis,2058,Bryan Brady,Cardiology,South,HeartSafe,105,102165,2026-02-20,107721,94.84,33549,32,3.05
1005,Justin Hays,2023,Sara Salazar,Cardiology,South,HeartSafe,68,43316,2025-11-19,172609,25.09,14817,85,2.92
1000,Megan Terry,2005,Paul Barrett,Orthopedics,North,PainOff,153,99909,2025-11-30,171835,58.14,6270,87,15.93
1011,Jordan Adams,2025,William Rios,Dermatology,West,SkinGlow,54,28134,2025-12-29,100538,27.98,35513,81,0.79
1015,Robert Pace,2017,Justin Hill,Cardiology,South,HeartSafe,425,542725,2025-12-25,73453,738.87,32365,12,16.77
1014,Ruth Holmes,2040,Nicole Hernandez,Cardiology,South,HeartSafe,148,165168,2025-09-25,122326,135.02,27816,41,5.94
1015,Robert Pace,2020,Dean Johnson,Orthopedics,North,PainOff,118,92630,2026-02-23,80929,114.46,17033,45,5.44
1011,Allison Wood,2036,Kristina Thompson,Dermatology,South,SkinGlow,151,139826,2025-07-01,199207,70.19,10757,64,13.0
1008,Michael Williams,2031,Andrew Moore,Neurology,East,NeuroPlus,97,136382,2025-07-30,104114,130.99,39658,77,3.44
1004,Diane Cruz,2027,Andrew Huffman,Orthopedics,East,PainOff,164,109224,2025-06-10,77718,140.54,24694,16,4.42
1011,Joanna Smith,2038,Becky Garza,Cardiology,West,HeartSafe,480,477600,2026-02-15,106842,447.02,28220,95,16.92
1006,Michelle Francis,2054,Valerie Gaines,Orthopedics,West,PainOff,72,59184,2025-09-29,157509,37.57,38460,71,1.54
1002,Megan Terry,2026,Andrew Matthews,Neurology,East,NeuroPlus,240,286080,2026-02-23,131104,218.21,26181,20,10.93
1010,Justin Hays,2027,Andrew Huffman,Orthopedics,East,PainOff,319,295075,2025-05-27,109945,268.38,21238,56,13.89
1003,Diane Cruz,2047,Roy Newman,Orthopedics,South,PainOff,113,125543,2026-04-26,105167,119.37,19808,48,6.34
1012,Daniel Thompson,2013,Christopher Palmer,Orthopedics,West,PainOff,324,107892,2025-09-02,141984,75.99,25911,83,4.16
1001,Allison Wood,2026,Andrew Matthews,Neurology,West,NeuroPlus,153,78489,2026-01-05,119110,65.9,24496,74,3.2
1000,Diane Cruz,2057,Jacob Juarez,Neurology,North,NeuroPlus,421,458469,2026-01-25,141727,323.49,12645,90,36.26
1005,Joanna Smith,2017,Justin Hill,Cardiology,West,HeartSafe,443,93916,2026-01-25,120020,78.25,19638,99,4.78
1008,Daniel Thompson,2020,Dean Johnson,Orthopedics,North,PainOff,247,74594,2025-06-15,57915,128.8,16200,30,4.6
1013,Krystal Reese,2057,Jacob Juarez,Neurology,North,NeuroPlus,160,199360,2026-01-04,170505,116.92,30369,36,6.56
1002,Megan Terry,2053,Jason Meyers,Neurology,South,NeuroPlus,435,133110,2025-06-15,126224,105.46,29198,63,4.56
1002,Daniel Thompson,2038,Becky Garza,Cardiology,South,HeartSafe,413,158592,2025-08-31,86935,182.43,18869,46,8.4
1004,Joanna Smith,2024,Tracy Williams,Dermatology,East,SkinGlow,163,50204,2026-02-22,192149,26.13,18074,64,2.78
1002,Diane Cruz,2048,Cynthia Hodges,Cardiology,South,HeartSafe,42,35028,2026-04-22,139352,25.14,22659,16,1.55
1000,Robert Pace,2046,Michael Robertson,Cardiology,North,HeartSafe,415,84660,2025-12-20,54820,154.43,28446,22,2.98
1008,Joanna Smith,2023,Sara Salazar,Cardiology,West,HeartSafe,499,533431,2025-07-01,66151,806.38,10013,28,53.27
1014,Allison Wood,2028,Paula Martinez,Cardiology,East,HeartSafe,247,188461,2026-02-03,184698,102.04,11918,20,15.81
1006,Daniel Thompson,2017,Justin Hill,Cardiology,South,HeartSafe,325,485225,2025-05-28,130807,370.95,18548,13,26.16
1005,Michelle Francis,2040,Nicole Hernandez,Cardiology,West,HeartSafe,231,73689,2025-11-10,126314,58.34,39178,46,1.88
1015,Joanna Smith,2055,Gerald Richardson,Orthopedics,South,PainOff,214,267714,2026-04-24,136562,196.04,10696,99,25.03
1003,Justin Hays,2047,Roy Newman,Orthopedics,East,PainOff,406,107184,2026-03-26,54106,198.1,12682,54,8.45
1008,Justin Hays,2034,Anna Thomas,Orthopedics,North,PainOff,451,600732,2025-12-30,143548,418.49,29970,85,20.04
1002,Daniel Thompson,2045,Tyler Martinez,Orthopedics,East,PainOff,448,534464,2025-12-20,136294,392.14,31551,73,16.94
1010,Ruth Holmes,2025,William Rios,Dermatology,North,SkinGlow,250,261750,2025-11-12,194119,134.84,18064,45,14.49
1005,Michelle Francis,2008,Mrs. Breanna Lewis DVM,Neurology,South,NeuroPlus,466,309890,2025-08-01,188100,164.75,18539,72,16.72
1005,Michelle Francis,2056,Michael Smith,Dermatology,South,SkinGlow,74,86358,2026-04-09,76303,113.18,35040,39,2.46
1008,Ruth Holmes,2002,Allison Quinn,Dermatology,East,SkinGlow,293,352772,2026-05-20,111838,315.43,30681,9,11.5
1005,Michelle Francis,2031,Andrew Moore,Neurology,East,NeuroPlus,384,434304,2026-05-23,96771,448.8,26430,37,16.43
1010,Ruth Holmes,2005,Paul Barrett,Orthopedics,South,PainOff,96,63648,2026-03-14,109686,58.03,24055,42,2.65
1002,Justin Hays,2026,Andrew Matthews,Neurology,South,NeuroPlus,452,278884,2025-10-06,116625,239.13,14583,58,19.12
1002,Justin Hays,2001,Gina Hernandez,Orthopedics,West,PainOff,280,392000,2026-01-17,171977,227.94,18872,16,20.77
1001,Jessica Vaughn,2046,Michael Robertson,Cardiology,East,HeartSafe,142,211296,2025-06-10,87595,241.22,30214,48,6.99
1009,Michelle Francis,2048,Cynthia Hodges,Cardiology,West,HeartSafe,322,295596,2025-08-16,77705,380.41,31349,93,9.43
1004,Ruth Holmes,2032,Samantha Garcia,Cardiology,South,HeartSafe,481,107263,2025-10-10,190960,56.17,26230,91,4.09
1009,Joanna Smith,2054,Valerie Gaines,Orthopedics,South,PainOff,231,185724,2026-02-02,188639,98.45,37442,76,4.96
1006,Joanna Smith,2049,Seth Evans,Dermatology,South,SkinGlow,142,73414,2025-08-20,123842,59.28,35769,32,2.05
1013,Ruth Holmes,2042,Veronica Ward,Cardiology,East,HeartSafe,376,532040,2025-10-09,53909,986.92,34865,90,15.26
1002,William Levy,2033,Russell Barnes,Dermatology,East,SkinGlow,113,34352,2025-10-08,125614,27.35,7064,28,4.86
1011,Robert Pace,2038,Becky Garza,Cardiology,North,HeartSafe,226,257640,2025-10-31,154163,167.12,35697,61,7.22
1009,Daniel Thompson,2045,Tyler Martinez,Orthopedics,South,PainOff,295,403855,2026-04-30,125974,320.59,15424,99,26.18
1000,Michelle Francis,2048,Cynthia Hodges,Cardiology,South,HeartSafe,126,159516,2025-10-24,192530,82.85,28269,100,5.64
1007,Michelle Francis,2040,Nicole Hernandez,Cardiology,South,HeartSafe,46,41722,2025-10-15,176532,23.63,5404,5,7.72
1004,Allison Wood,2057,Jacob Juarez,Neurology,North,NeuroPlus,499,657183,2026-01-10,66081,994.51,27869,67,23.58
1015,Robert Pace,2000,Erin Young,Dermatology,North,SkinGlow,436,521020,2026-02-20,85051,612.6,22248,7,23.42
1014,Daniel Thompson,2050,Michael Daniels,Dermatology,West,SkinGlow,150,121200,2026-02-06,84761,142.99,34167,97,3.55
1011,Ruth Holmes,2017,Justin Hill,Cardiology,East,HeartSafe,390,450840,2026-04-01,51314,878.59,10756,77,41.92
1012,Megan Terry,2014,Allison Zimmerman,Orthopedics,East,PainOff,305,271755,2025-08-26,108709,249.98,24325,42,11.17
1005,Allison Wood,2034,Anna Thomas,Orthopedics,North,PainOff,474,558846,2026-05-19,98150,569.38,32235,58,17.34
1008,Diane Cruz,2016,Isaac Mann,Cardiology,East,HeartSafe,80,73840,2025-08-25,141060,52.35,19604,37,3.77
1000,Robert Pace,2003,Christopher Davis,Cardiology,North,HeartSafe,269,355887,2025-08-06,137452,258.92,22361,59,15.92
1013,Jordan Adams,2058,Bryan Brady,Cardiology,West,HeartSafe,165,194370,2025-09-03,179760,108.13,24258,73,8.01
1011,Joseph Schroeder,2011,Miranda Salinas,Cardiology,South,HeartSafe,183,264984,2025-12-11,72968,363.15,26676,65,9.93
1014,Krystal Reese,2059,Melissa Rodriguez,Cardiology,East,HeartSafe,301,253743,2025-05-29,159514,159.07,13138,31,19.31
1001,Diane Cruz,2043,Barry Daniel,Dermatology,South,SkinGlow,239,211754,2025-06-10,142070,149.05,28699,34,7.38
1005,Daniel Thompson,2050,Michael Daniels,Dermatology,North,SkinGlow,187,237677,2025-06-09,102368,232.18,7288,68,32.61
1001,Krystal Reese,2030,Kathleen Harris,Neurology,South,NeuroPlus,198,70290,2025-06-16,70601,99.56,36498,15,1.93
1003,Krystal Reese,2014,Allison Zimmerman,Orthopedics,South,PainOff,296,391312,2025-09-28,69969,559.26,29419,70,13.3
1011,Joseph Schroeder,2045,Tyler Martinez,Orthopedics,North,PainOff,56,18424,2026-01-18,97061,18.98,7340,47,2.51
1013,Justin Hays,2011,Miranda Salinas,Cardiology,North,HeartSafe,165,105435,2026-05-08,92222,114.33,35807,76,2.94
1014,William Levy,2057,Jacob Juarez,Neurology,West,NeuroPlus,172,146544,2026-02-12,78524,186.62,8442,34,17.36
1012,Jordan Adams,2059,Melissa Rodriguez,Cardiology,North,HeartSafe,138,95220,2025-12-29,173727,54.81,12573,6,7.57
1000,Jordan Adams,2057,Jacob Juarez,Neurology,South,NeuroPlus,470,374590,2025-06-07,189360,197.82,37261,9,10.05
1012,Daniel Thompson,2047,Roy Newman,Orthopedics,East,PainOff,295,219480,2025-08-15,91069,241.0,20109,84,10.91
1013,Michael Williams,2038,Becky Garza,Cardiology,West,HeartSafe,492,664692,2025-09-10,80525,825.45,16124,93,41.22
1015,Diane Cruz,2025,William Rios,Dermatology,South,SkinGlow,314,314942,2026-03-15,72251,435.9,13045,81,24.14
1013,Megan Terry,2013,Christopher Palmer,Orthopedics,East,PainOff,198,285516,2025-06-12,165499,172.52,9549,41,29.9
1004,Krystal Reese,2026,Andrew Matthews,Neurology,West,NeuroPlus,405,574695,2026-05-07,193675,296.73,37528,85,15.31
1010,Justin Hays,2054,Valerie Gaines,Orthopedics,South,PainOff,413,520793,2026-02-02,109552,475.38,14232,99,36.59
1014,William Levy,2047,Roy Newman,Orthopedics,South,PainOff,273,64701,2025-08-13,78489,82.43,29448,66,2.2
1008,Justin Hays,2034,Anna Thomas,Orthopedics,West,PainOff,195,124215,2025-11-17,98648,125.92,23668,36,5.25
1008,Robert Pace,2030,Kathleen Harris,Neurology,West,NeuroPlus,269,70209,2025-12-28,173434,40.48,15390,30,4.56
1015,Jessica Vaughn,2044,Nathan Buckley,Neurology,North,NeuroPlus,438,543558,2025-10-13,92783,585.84,11838,84,45.92
1005,Diane Cruz,2054,Valerie Gaines,Orthopedics,East,PainOff,367,161480,2025-05-29,90474,178.48,8148,13,19.82
1000,Diane Cruz,2037,Suzanne Mclaughlin,Neurology,South,NeuroPlus,234,305604,2026-05-04,95518,319.94,36754,97,8.31
1006,Joanna Smith,2021,Bryce Lee,Cardiology,North,HeartSafe,485,121735,2025-07-28,83353,146.05,12129,52,10.04
1000,Robert Pace,2019,Heather Taylor,Dermatology,East,SkinGlow,355,165075,2025-06-25,151617,108.88,8181,20,20.18
1000,Michael Williams,2030,Kathleen Harris,Neurology,West,NeuroPlus,198,144540,2025-09-10,80684,179.14,13155,66,10.99
1000,Allison Wood,2054,Valerie Gaines,Orthopedics,West,PainOff,366,460062,2026-02-06,159949,287.63,39903,50,11.53
1008,Diane Cruz,2052,Tiffany Black,Cardiology,North,HeartSafe,84,105420,2025-09-21,95961,109.86,15736,17,6.7
1004,Krystal Reese,2009,Valerie White,Cardiology,South,HeartSafe,197,247432,2025-12-18,178954,138.27,31939,52,7.75
1009,Joanna Smith,2013,Christopher Palmer,Orthopedics,South,PainOff,164,208936,2025-08-26,50524,413.54,6045,86,34.56
1012,Krystal Reese,2047,Roy Newman,Orthopedics,East,PainOff,301,98427,2025-07-04,70020,140.57,17870,78,5.51
1006,Diane Cruz,2059,Melissa Rodriguez,Cardiology,East,HeartSafe,494,314184,2025-08-09,92630,339.18,38459,26,8.17
1010,Jessica Vaughn,2007,Craig Rodriguez,Neurology,North,NeuroPlus,158,206190,2026-01-22,80828,255.1,16778,49,12.29
1007,Jordan Adams,2029,Jacob Wright,Neurology,South,NeuroPlus,270,112860,2026-03-15,75567,149.35,28097,9,4.02
1003,Michelle Francis,2054,Valerie Gaines,Orthopedics,South,PainOff,179,217127,2025-08-19,53347,407.01,16632,19,13.05
1003,Jessica Vaughn,2010,Allison Jones,Neurology,North,NeuroPlus,225,320400,2025-12-08,82789,387.01,15004,62,21.35
1011,Joanna Smith,2005,Paul Barrett,Orthopedics,East,PainOff,278,110644,2025-11-11,115550,95.75,30331,64,3.65
1003,William Levy,2031,Andrew Moore,Neurology,West,NeuroPlus,426,217260,2026-04-05,83763,259.37,13742,91,15.81
1012,Robert Pace,2049,Seth Evans,Dermatology,East,SkinGlow,285,354255,2026-01-27,107956,328.15,39267,31,9.02
1009,Ruth Holmes,2019,Heather Taylor,Dermatology,North,SkinGlow,175,127575,2026-02-24,55802,228.62,21504,94,5.93
1015,Jessica Vaughn,2028,Paula Martinez,Cardiology,West,HeartSafe,145,88160,2026-03-08,166795,52.86,24947,51,3.53
1005,Diane Cruz,2035,Eric Perez,Cardiology,North,HeartSafe,78,98124,2026-03-24,151892,64.6,19148,32,5.12
1011,William Levy,2035,Eric Perez,Cardiology,West,HeartSafe,82,37720,2025-07-24,85067,44.34,19224,44,1.96
1009,Michelle Francis,2048,Cynthia Hodges,Cardiology,West,HeartSafe,272,353056,2025-08-31,54356,649.53,25707,75,13.73
1013,Joanna Smith,2016,Isaac Mann,Cardiology,East,HeartSafe,346,408972,2025-08-27,180345,226.77,12324,30,33.19
1004,Megan Terry,2012,Brandon Rodriguez,Orthopedics,South,PainOff,126,105966,2026-03-27,107751,98.34,24984,43,4.24
1001,Krystal Reese,2039,Angela Thomas,Neurology,West,NeuroPlus,114,134064,2025-10-15,58679,228.47,31181,18,4.3
1001,William Levy,2011,Miranda Salinas,Cardiology,East,HeartSafe,493,444686,2026-03-21,91405,486.5,11692,75,38.03
1011,Joanna Smith,2045,Tyler Martinez,Orthopedics,West,PainOff,266,186998,2026-04-29,165082,113.28,27492,53,6.8
1002,Jordan Adams,2044,Nathan Buckley,Neurology,West,NeuroPlus,87,24795,2025-07-02,56417,43.95,7900,42,3.14
1015,Joseph Schroeder,2055,Gerald Richardson,Orthopedics,West,PainOff,99,133056,2025-09-09,90881,146.41,19439,65,6.84
1013,Michael Williams,2009,Valerie White,Cardiology,North,HeartSafe,198,98208,2025-11-13,174579,56.25,14051,14,6.99
1009,Jessica Vaughn,2013,Christopher Palmer,Orthopedics,North,PainOff,494,654550,2025-06-01,117240,558.3,13957,20,46.9
1008,Diane Cruz,2004,Tina Lara,Neurology,South,NeuroPlus,94,24910,2025-07-28,104499,23.84,26141,11,0.95
1005,Robert Pace,2008,Mrs. Breanna Lewis DVM,Neurology,South,NeuroPlus,172,180084,2026-01-28,134574,133.82,14005,6,12.86
1014,Jessica Vaughn,2017,Justin Hill,Cardiology,West,HeartSafe,43,17931,2025-10-07,131146,13.67,14138,90,1.27
1002,Michelle Francis,2026,Andrew Matthews,Neurology,East,NeuroPlus,264,217536,2025-08-25,135683,160.33,6530,66,33.31
1010,Ruth Holmes,2012,Brandon Rodriguez,Orthopedics,North,PainOff,492,395568,2026-02-27,132518,298.5,14260,71,27.74
1011,Daniel Thompson,2040,Nicole Hernandez,Cardiology,North,HeartSafe,293,321421,2026-04-28,57106,562.85,30579,19,10.51
1005,Justin Hays,2038,Becky Garza,Cardiology,West,HeartSafe,330,254430,2026-03-01,90668,280.62,23985,67,10.61
1007,Jessica Vaughn,2007,Craig Rodriguez,Neurology,East,NeuroPlus,329,321433,2025-08-28,112253,286.35,19290,62,16.66
1008,Megan Terry,2020,Dean Johnson,Orthopedics,West,PainOff,372,199764,2026-02-18,125932,158.63,14957,79,13.36
1001,Daniel Thompson,2057,Jacob Juarez,Neurology,East,NeuroPlus,368,459264,2025-09-04,189694,242.11,33763,44,13.6
1007,Joseph Schroeder,2047,Roy Newman,Orthopedics,East,PainOff,441,482895,2026-03-28,93786,514.89,23206,30,20.81
1010,William Levy,2004,Tina Lara,Neurology,North,NeuroPlus,269,245866,2025-05-28,106714,230.4,37019,86,6.64
1013,Jordan Adams,2024,Tracy Williams,Dermatology,East,SkinGlow,26,11024,2026-02-01,101731,10.84,39292,75,0.28
1014,Daniel Thompson,2015,Rachel Gibbs,Dermatology,West,SkinGlow,30,41370,2025-07-05,70296,58.85,39904,23,1.04
1011,William Levy,2008,Mrs. Breanna Lewis DVM,Neurology,North,NeuroPlus,403,461032,2026-03-06,76694,601.13,29306,100,15.73
1010,Michael Williams,2025,William Rios,Dermatology,West,SkinGlow,478,113764,2025-08-10,87810,129.56,33770,37,3.37
1011,Jessica Vaughn,2019,Heather Taylor,Dermatology,East,SkinGlow,144,71280,2025-10-11,81192,87.79,32657,59,2.18
1015,Diane Cruz,2051,Katherine Gregory,Dermatology,North,SkinGlow,209,295317,2025-12-28,69619,424.19,34865,58,8.47
1000,Jordan Adams,2039,Angela Thomas,Neurology,East,NeuroPlus,344,160648,2026-02-01,99385,161.64,38210,68,4.2
1007,Joseph Schroeder,2020,Dean Johnson,Orthopedics,South,PainOff,333,397602,2025-10-05,71441,556.55,36954,15,10.76
1013,Allison Wood,2037,Suzanne Mclaughlin,Neurology,East,NeuroPlus,20,7800,2025-11-02,198929,3.92,20400,45,0.38
1004,Ruth Holmes,2025,William Rios,Dermatology,North,SkinGlow,452,607036,2026-04-22,180401,336.49,15250,10,39.81
1001,Megan Terry,2050,Michael Daniels,Dermatology,East,SkinGlow,292,408800,2025-07-20,85888,475.97,24345,20,16.79
1002,Krystal Reese,2032,Samantha Garcia,Cardiology,North,HeartSafe,184,133584,2025-08-21,68117,196.11,39518,84,3.38
1010,Michael Williams,2004,Tina Lara,Neurology,South,NeuroPlus,59,36226,2026-05-24,132729,27.29,33463,78,1.08
1008,Ruth Holmes,2034,Anna Thomas,Orthopedics,South,PainOff,280,173320,2025-10-24,140771,123.12,27637,62,6.27
1012,Robert Pace,2027,Andrew Huffman,Orthopedics,West,PainOff,319,135894,2025-06-18,106185,127.98,19172,92,7.09
1009,Allison Wood,2029,Jacob Wright,Neurology,South,NeuroPlus,83,50630,2026-02-08,85717,59.07,24892,8,2.03
1012,Michael Williams,2040,Nicole Hernandez,Cardiology,East,HeartSafe,276,354384,2026-04-26,168464,210.36,16060,36,22.07
1007,Jordan Adams,2041,Margaret Johnson,Dermatology,South,SkinGlow,158,223570,2025-10-23,158623,140.94,33801,62,6.61
1014,Joseph Schroeder,2039,Angela Thomas,Neurology,North,NeuroPlus,275,341825,2025-12-26,107877,316.87,32878,86,10.4
1008,Jordan Adams,2055,Gerald Richardson,Orthopedics,North,PainOff,147,82026,2026-02-06,166977,49.12,36598,43,2.24
1008,Joseph Schroeder,2008,Mrs. Breanna Lewis DVM,Neurology,South,NeuroPlus,371,471170,2026-02-06,158939,296.45,10821,11,43.54
1003,William Levy,2007,Craig Rodriguez,Neurology,West,NeuroPlus,276,288696,2025-12-11,152445,189.38,19332,51,14.93
1003,Krystal Reese,2000,Erin Young,Dermatology,East,SkinGlow,132,105600,2026-03-26,85357,123.72,24127,9,4.38
1013,Allison Wood,2047,Roy Newman,Orthopedics,North,PainOff,164,40508,2025-07-20,151596,26.72,6534,28,6.2
1001,Allison Wood,2012,Brandon Rodriguez,Orthopedics,South,PainOff,151,192374,2025-12-23,162713,118.23,23271,54,8.27
1000,William Levy,2040,Nicole Hernandez,Cardiology,North,HeartSafe,154,145530,2026-04-28,91011,159.9,25568,99,5.69
1001,Jordan Adams,2014,Allison Zimmerman,Orthopedics,East,PainOff,235,172020,2026-02-25,107807,159.56,23329,33,7.37
1011,Robert Pace,2024,Tracy Williams,Dermatology,South,SkinGlow,458,483648,2026-04-07,123676,391.06,21657,72,22.33
1013,Michelle Francis,2053,Jason Meyers,Neurology,West,NeuroPlus,143,101387,2025-09-05,177011,57.28,11271,41,9.0
1009,Jordan Adams,2042,Veronica Ward,Cardiology,East,HeartSafe,299,423982,2025-08-08,69222,612.5,6610,56,64.14
1013,Justin Hays,2029,Jacob Wright,Neurology,North,NeuroPlus,72,68184,2025-06-23,72969,93.44,37726,72,1.81
1013,Justin Hays,2053,Jason Meyers,Neurology,North,NeuroPlus,315,382410,2025-09-05,117018,326.8,14688,69,26.04
1009,Megan Terry,2019,Heather Taylor,Dermatology,West,SkinGlow,249,302037,2025-10-01,54460,554.6,19127,88,15.79
1010,Joseph Schroeder,2006,Elizabeth Smith,Cardiology,North,HeartSafe,432,189216,2025-10-01,88162,214.62,33058,29,5.72
1014,Joseph Schroeder,2012,Brandon Rodriguez,Orthopedics,South,PainOff,36,14076,2025-08-13,180634,7.79,27727,85,0.51
1006,Ruth Holmes,2000,Erin Young,Dermatology,East,SkinGlow,500,560500,2026-01-09,93881,597.03,9398,7,59.64
1000,Daniel Thompson,2002,Allison Quinn,Dermatology,East,SkinGlow,295,180245,2026-03-18,184654,97.61,39498,28,4.56
1001,Michelle Francis,2013,Christopher Palmer,Orthopedics,North,PainOff,116,44660,2025-06-05,197948,22.56,5663,40,7.89
1004,Krystal Reese,2040,Nicole Hernandez,Cardiology,North,HeartSafe,212,80772,2026-01-17,145839,55.38,22753,87,3.55
1009,Jordan Adams,2053,Jason Meyers,Neurology,South,NeuroPlus,113,155375,2025-07-06,102248,151.96,6004,34,25.88
1004,Allison Wood,2007,Craig Rodriguez,Neurology,South,NeuroPlus,235,240170,2025-10-28,166019,144.66,8905,70,26.97
1003,Daniel Thompson,2034,Anna Thomas,Orthopedics,North,PainOff,49,33369,2026-02-24,151917,21.97,36620,36,0.91
1011,Michael Williams,2004,Tina Lara,Neurology,North,NeuroPlus,455,357630,2025-12-19,149582,239.09,19026,17,18.8
1012,Joanna Smith,2031,Andrew Moore,Neurology,West,NeuroPlus,189,117747,2026-03-16,138407,85.07,36290,7,3.24
1012,William Levy,2052,Tiffany Black,Cardiology,East,HeartSafe,480,351840,2026-03-19,81618,431.08,34946,19,10.07
1011,Joseph Schroeder,2006,Elizabeth Smith,Cardiology,West,HeartSafe,409,544379,2025-09-03,94019,579.01,22020,35,24.72
1014,Robert Pace,2052,Tiffany Black,Cardiology,North,HeartSafe,274,355652,2026-05-04,198504,179.17,13325,93,26.69
1007,Megan Terry,2013,Christopher Palmer,Orthopedics,West,PainOff,183,92232,2025-08-24,133676,69.0,16851,15,5.47
1000,Jordan Adams,2033,Russell Barnes,Dermatology,North,SkinGlow,413,203196,2025-12-21,191555,106.08,14904,40,13.63
1006,William Levy,2032,Samantha Garcia,Cardiology,West,HeartSafe,217,181412,2025-10-13,52241,347.26,7269,72,24.96
1011,Michelle Francis,2002,Allison Quinn,Dermatology,West,SkinGlow,395,396975,2025-06-14,154572,256.82,37971,52,10.45
1013,Krystal Reese,2003,Christopher Davis,Cardiology,South,HeartSafe,26,34112,2025-08-31,109903,31.04,25175,21,1.35
1011,Krystal Reese,2048,Cynthia Hodges,Cardiology,East,HeartSafe,142,93294,2026-02-04,183256,50.91,34048,70,2.74
1000,Krystal Reese,2009,Valerie White,Cardiology,South,HeartSafe,183,171837,2025-06-10,177372,96.88,22290,47,7.71
1004,Krystal Reese,2015,Rachel Gibbs,Dermatology,West,SkinGlow,443,639249,2025-09-10,189817,336.77,12708,11,50.3
1000,Diane Cruz,2009,Valerie White,Cardiology,South,HeartSafe,386,537312,2026-01-25,106410,504.95,16741,59,32.1
1010,Daniel Thompson,2028,Paula Martinez,Cardiology,South,HeartSafe,256,284672,2026-01-15,121393,234.5,31830,91,8.94
1009,Joseph Schroeder,2006,Elizabeth Smith,Cardiology,North,HeartSafe,416,242528,2026-05-07,167578,144.73,37437,29,6.48
1000,Michael Williams,2039,Angela Thomas,Neurology,East,NeuroPlus,390,333060,2025-08-25,183465,181.54,24644,13,13.51
1005,Robert Pace,2056,Michael Smith,Dermatology,East,SkinGlow,416,152256,2025-08-24,190871,79.77,37010,63,4.11
1010,Joseph Schroeder,2049,Seth Evans,Dermatology,North,SkinGlow,421,338484,2025-07-24,165464,204.57,13426,62,25.21
1015,Daniel Thompson,2053,Jason Meyers,Neurology,South,NeuroPlus,327,291030,2025-07-19,120443,241.63,35677,28,8.16
1005,Megan Terry,2040,Nicole Hernandez,Cardiology,East,HeartSafe,295,292935,2025-11-24,139387,210.16,32393,76,9.04
1014,Diane Cruz,2050,Michael Daniels,Dermatology,North,SkinGlow,447,514497,2026-05-17,130586,393.99,25157,35,20.45
1015,Michelle Francis,2026,Andrew Matthews,Neurology,North,NeuroPlus,220,178200,2025-06-17,63173,282.08,5120,6,34.8
1009,Jessica Vaughn,2028,Paula Martinez,Cardiology,East,HeartSafe,119,136374,2025-12-10,171683,79.43,7893,42,17.28
1001,Jordan Adams,2049,Seth Evans,Dermatology,East,SkinGlow,483,445809,2026-04-11,182850,243.81,25672,16,17.37
1011,Diane Cruz,2055,Gerald Richardson,Orthopedics,East,PainOff,428,597488,2025-12-02,170826,349.76,14064,48,42.48
1008,Ruth Holmes,2005,Paul Barrett,Orthopedics,West,PainOff,245,180810,2025-06-23,139112,129.97,14617,66,12.37
1014,Jordan Adams,2050,Michael Daniels,Dermatology,East,SkinGlow,78,76752,2025-07-10,54109,141.85,31920,52,2.4
1000,Jordan Adams,2027,Andrew Huffman,Orthopedics,South,PainOff,455,236145,2025-06-23,142879,165.28,13427,81,17.59
1012,Jessica Vaughn,2017,Justin Hill,Cardiology,West,HeartSafe,42,44016,2026-04-17,93799,46.93,35934,98,1.22
1001,Ruth Holmes,2059,Melissa Rodriguez,Cardiology,North,HeartSafe,161,61502,2025-05-28,80484,76.42,20105,20,3.06
1011,Justin Hays,2028,Paula Martinez,Cardiology,North,HeartSafe,410,430090,2025-11-12,159523,269.61,37595,22,11.44
1013,William Levy,2059,Melissa Rodriguez,Cardiology,North,HeartSafe,83,74534,2026-03-13,98228,75.88,36429,71,2.05
1009,Robert Pace,2052,Tiffany Black,Cardiology,West,HeartSafe,254,265684,2026-02-02,80788,328.87,36773,42,7.22
1007,Allison Wood,2025,William Rios,Dermatology,North,SkinGlow,465,577530,2026-02-19,191755,301.18,16086,59,35.9
1011,Joseph Schroeder,2030,Kathleen Harris,Neurology,East,NeuroPlus,61,51606,2026-02-12,183435,28.13,24851,24,2.08
1009,Robert Pace,2000,Erin Young,Dermatology,South,SkinGlow,128,47232,2025-11-30,106293,44.44,10645,36,4.44
1011,Megan Terry,2017,Justin Hill,Cardiology,East,HeartSafe,326,191362,2025-10-18,162054,118.09,39335,42,4.86
1001,William Levy,2035,Eric Perez,Cardiology,West,HeartSafe,87,52461,2025-06-05,110077,47.66,25051,10,2.09
1001,William Levy,2012,Brandon Rodriguez,Orthopedics,North,PainOff,492,380808,2026-05-07,133385,285.5,14834,37,25.67
1013,Jordan Adams,2031,Andrew Moore,Neurology,West,NeuroPlus,472,576312,2026-03-06,112427,512.61,21402,67,26.93
